symbol,name,index,yahoo,status
AZZA3,Azzas 2154 SA,IBOV,AZZA3.SA,ok
VIVA3,Vivara Participacoes SA,IBOV,VIVA3.SA,ok
BRAP4,Bradespar SA Pfd P,IBOV,BRAP4.SA,ok
BEEF3,Minerva S.A.,IBOV,BEEF3.SA,ok
MGLU3,Magazine Luiza S.A.,IBOV,MGLU3.SA,ok
USIM5,Usinas Siderurgicas de Minas Gerais SA-Usiminas Pfd A P,IBOV,USIM5.SA,ok
COGN3,Cogna Educacao S.A.,IBOV,COGN3.SA,ok
CEAB3,C&A Modas SA,IBOV,CEAB3.SA,ok
VAMO3,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos SA",IBOV,VAMO3.SA,ok
MRVE3,MRV Engenharia e Participacoes S.A.,IBOV,MRVE3.SA,ok
IRBR3,IRB Brasil Resseguros SA,IBOV,IRBR3.SA,ok
RECV3,Petroreconcavo SA,IBOV,RECV3.SA,ok
YDUQ3,YDUQS Participacoes SA,IBOV,YDUQ3.SA,ok
PCAR3,Companhia Brasileira de Distribuicao,IBOV,PCAR3.SA,ok
CVCB3,CVC Brasil Operadora e Agencia de Viagens SA,IBOV,CVCB3.SA,ok
KLBN11,Klabin SA Ctf de Deposito de Acoes Cons of 1 Sh + 4 Pfd Shs,IBOV,KLBN11.SA,ok
TAEE11,Transmissora Alianca De Energia Eletrica S.A. Unit,IBOV,TAEE11.SA,ok
SANB11,Banco Santander (Brasil) S.A. Units Cons of 1 Sh + 1 Pfd Sh,IBOV,SANB11.SA,ok
BPAC11,Banco BTG Pactual SA Units Cons of 1 Sh + 2 Pfd Shs A,IBOV,BPAC11.SA,ok
ENGI11,Energisa SA Units Cons of 1 Sh + 4 Pfd Shs,IBOV,ENGI11.SA,ok
IGTI11,Iguatemi SA Units Cons of 1 Sh + 2 Pfd Shs,IBOV,IGTI11.SA,ok
